type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
video	post_page_232633627068	232633627068_10155119982932069	https://www.facebook.com/appledaily.tw/videos/10155119982932069/	"這種人好像用手指頭隨便都算得出來　#海編 　 【完整 #動新聞】千錯萬錯不是我的錯　「無罪感」性格顧人怨 http://www.appledaily.com.tw/actionnews/appledaily/7/20160927/956633/　 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160927/956633/ 　 #無罪感 #Guiltlessness"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510742_10155119989337069_8849141292857294848_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=4887517ba018147d1715f5526814ab39&oe=5D26760B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510742_10155119989337069_8849141292857294848_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=395de6d803debbc409c88376076267d5&oe=5CE25240	https://www.facebook.com/appledaily.tw/videos/10155119982932069/	facebook.com	2016-09-27T15:30:00+0000	1474990200	"2016-09-27 17:30:00"	25048	9323	29470	13452	52245	9108	4737	4371	5824	96	746	1154	121	2305	0
video	post_page_232633627068	232633627068_10155119968577069	https://www.facebook.com/appledaily.tw/videos/10155119968577069/	"說自己殺爸爸不後悔的眼神好可怕... #海編 　 【完整 #凶宅打卡】殺父筆記本之逆子111刀弒親案 http://www.appledaily.com.tw/actionnews/appledaily/5/20160926/954848/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160926/954848/ 　 #動新聞"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411576_10155119972072069_6932079672465293312_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=fac837b8f1e2a6d387f1840c4ad565ca&oe=5CEFBEA5	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411576_10155119972072069_6932079672465293312_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=264bcad6aea0f4d13ea010f65eef5624&oe=5D1D2AEE	https://www.facebook.com/appledaily.tw/videos/10155119968577069/	facebook.com	2016-09-27T14:50:00+0000	1474987800	"2016-09-27 16:50:00"	14553	3621	24427	2770	30818	3475	2333	1142	10614	179	930	77	344	8344	0
video	post_page_232633627068	232633627068_10155119969547069	https://www.facebook.com/appledaily.tw/videos/10155119969547069/	"視線真的不能離開孩子>< 　　 【完整 #動新聞】被貓嚇到　女童跌入湯鍋全身燙傷 http://www.appledaily.com.tw/actionnews/appledaily/7/20160926/955904/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160926/955904/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411433_10155119976092069_5116483046668763136_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=75ebd9de1de9028055b9272efa75c2ce&oe=5D21E46D	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411433_10155119976092069_5116483046668763136_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=af49484653a014daa990abfc836cd843&oe=5D1D0B26	https://www.facebook.com/appledaily.tw/videos/10155119969547069/	facebook.com	2016-09-27T11:45:00+0000	1474976700	"2016-09-27 13:45:00"	3434	394	6574	261	7229	384	210	174	1086	17	563	9	2470	81	0
video	post_page_232633627068	232633627068_10155120305342069	https://www.facebook.com/appledaily.tw/videos/10155120305342069/	"天啊 希望傷者早日康復😫 　 【驚險影片】強風吹垮酒店22樓巨型鷹架　1輕傷1昏迷 http://www.appledaily.com.tw/realtimenews/article/local/20160927/956988/ 　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq 　 #氣象 #颱風 #梅姬颱風 #中颱"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467464_10155120307487069_191949870938980352_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=db254cf662449c95167e7294664b869c&oe=5CDB2216	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467464_10155120307487069_191949870938980352_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=d25c1195b1f52ed69697794226518b21&oe=5CF2E850	https://www.facebook.com/appledaily.tw/videos/10155120305342069/	facebook.com	2016-09-27T09:40:00+0000	1474969200	"2016-09-27 11:40:00"	467	18	656	37	711	18	15	3	3	2	118	1	65	3	0
video	post_page_232633627068	232633627068_10155120229572069	https://www.facebook.com/appledaily.tw/videos/10155120229572069/	"官員們，如果他們是你的孩子呢？ 　 【上半天震撼】難抗狂風！　4童躲路邊舊衣回收箱 http://www.appledaily.com.tw/realtimenews/article/life/20160927/956962 　 【官員請看影片】嘉義童放學抱電桿躲強風　全因要上半天課 http://www.appledaily.com.tw/realtimenews/article/local/20160927/956955 　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq 　 #氣象 #颱風 #梅姬颱風 #中颱 #電線桿 #舊衣回收箱 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411661_10155120238132069_2429021326938210304_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=69537cfda61f214f6eb44225724547be&oe=5CDD1513	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411661_10155120238132069_2429021326938210304_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=acf86936e9dca30e10bdc24368dcef28&oe=5CEB1858	https://www.facebook.com/appledaily.tw/videos/10155120229572069/	facebook.com	2016-09-27T07:00:00+0000	1474959600	"2016-09-27 09:00:00"	4349	467	7888	802	9157	425	362	63	837	14	153	5	1122	2245	0
video	post_page_232633627068	232633627068_10155119982162069	https://www.facebook.com/appledaily.tw/videos/10155119982162069/	"好精采的辯論 　 【完整 #動新聞】中華民國VS.中華人民共和國　馬教授與陸生激辯 http://www.appledaily.com.tw/actionnews/appledaily/5/20160926/956386/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/politics/20160926/956386/ 　 #陸生 #中華民國 #馬英九 馬英九"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467443_10155119992822069_1371383104857440256_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=8dc717c6013f0ecc099bb401b2992e5f&oe=5CDAA2F0	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467443_10155119992822069_1371383104857440256_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=9a93f02761d0fb9dcd3964fb5595599c&oe=5CEF06BB	https://www.facebook.com/appledaily.tw/videos/10155119982162069/	facebook.com	2016-09-27T04:58:17+0000	1474952297	"2016-09-27 06:58:17"	4074	297	4668	158	5123	284	111	173	1417	68	24	484	4	14	0
video	post_page_232633627068	232633627068_10155119908042069	https://www.facebook.com/appledaily.tw/videos/10155119908042069/	"「你女兒好好的，但我女兒已經走了」這些家屬好激動.. 　 【完整 #動新聞】要求朱立倫道歉　百名塵爆傷者家屬包圍市府 http://www.appledaily.com.tw/actionnews/appledaily/5/20160926/956071/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160926/956071/ 　 #塵暴 #朱立倫 #八仙塵暴 朱立倫"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356695_10155119909867069_4968059293430448128_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=b9909557d05206f966cb14e755c7d96c&oe=5D260DD1	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356695_10155119909867069_4968059293430448128_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=6624c79fcb6470796b95673aa0ed54d1&oe=5D22B49A	https://www.facebook.com/appledaily.tw/videos/10155119908042069/	facebook.com	2016-09-27T04:13:15+0000	1474949595	"2016-09-27 06:13:15"	16280	11976	27465	6187	45628	10955	8469	2486	62849	75	353	633	357	9767	0
video	post_page_232633627068	232633627068_10155117820212069	https://www.facebook.com/appledaily.tw/videos/10155117820212069/	"最近颱風來得很頻繁，最令人擔憂的，還是因之前颱風受創的南部和東部災民...... 　 【#鄉民焦點】攔腰撞！巨無霸中颱明晨觸陸後天才走 ●梅姬全台警戒！東、北部嚴防暴力強風 http://www.appledaily.com.tw/realtimenews/article/life/20160926/956369/ 　 【#火線話題】梅姬颱風襲台 https://goo.gl/P3UYqq 　 #氣象 #颱風 #梅姬颱風 #宜蘭 #颱風假 #停班停課 #家暴 #統一發票 #巨蟒 #陳怡蓉 #朱立倫 #八仙塵爆"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14510757_10155117828167069_2259356873067069440_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=e9fecc1089adb335dd11b4a10537aed1&oe=5D257462	https://scontent.xx.fbcdn.net/v/t15.5256-10/14510757_10155117828167069_2259356873067069440_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=c11086f8e0a17123a5b6118bd4579140&oe=5CE5D929	https://www.facebook.com/appledaily.tw/videos/10155117820212069/	facebook.com	2016-09-26T13:40:01+0000	1474897201	"2016-09-26 15:40:01"	560	20	606	25	651	19	17	2	12	0	19	1	24	2	0
video	post_page_232633627068	232633627068_10155095325102069	https://www.facebook.com/appledaily.tw/videos/10155095325102069/	"不是只有關燈滑手機才傷眼，太陽下也超危險的！#請分享 　 【太陽下滑手機　比暗處更傷眼】 http://www.appledaily.com.tw/realtimenews/article/strange/20160919/950291/ 　　 #動新聞 #滑手機 #黃斑部病變 #白內障 #低頭族"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356724_10155095326852069_1633198577_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=26b1f08dea902163ea019ca4c7b0f175&oe=5CE919B7	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356724_10155095326852069_1633198577_n.jpg?_nc_cat=111&_nc_ht=scontent.xx&oh=4a3214a88213ffd69fa6dbdc36a176b9&oe=5D248B4E	https://www.facebook.com/appledaily.tw/videos/10155095325102069/	facebook.com	2016-09-26T11:30:00+0000	1474889400	"2016-09-26 13:30:00"	838	19	911	104	1034	17	15	2	11	7	59	4	3	0	0
video	post_page_232633627068	232633627068_10155116762572069	https://www.facebook.com/appledaily.tw/videos/10155116762572069/	"天熱用電風扇吹腳，會讓血液循環更不好喔 #海編 　 【完整 #動新聞】櫃姐半夜狂踢老公　竟是這原因 http://www.appledaily.com.tw/actionnews/appledaily/sub/20160926/954791/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160926/954791/ 　 #櫃姐 #腳抽筋 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411184_10155116786172069_8469292087391551488_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=da45b1750e7e758a0d3090cf32ffc2fc&oe=5CE66C2C	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411184_10155116786172069_8469292087391551488_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=529737a94c58835c27e999ec1163f061&oe=5D254167	https://www.facebook.com/appledaily.tw/videos/10155116762572069/	facebook.com	2016-09-26T09:30:00+0000	1474882200	"2016-09-26 11:30:00"	4118	721	4492	1007	6220	713	515	198	191	20	312	30	12	0	0
video	post_page_232633627068	232633627068_10155116764042069	https://www.facebook.com/appledaily.tw/videos/10155116764042069/	"「如果不是蘋果讀者幫助，我們也不會活到今天」阿嬤加油❤　#海編 　 【完整 #動新聞】癌嬤顧癱子幼孫 「努力好好活下去」 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955385/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160925/955385/ 　 【#火線話題 】#暖蘋果 新聞 讓世界更有力量❤ http://goo.gl/PyFYtp #暖新聞 #正能量 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411269_10155116780172069_139611502549139456_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=38d87c18560b3433c02d65998ff4835f&oe=5CE58B7E	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411269_10155116780172069_139611502549139456_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=648344c1b344b733f9a5da6a5fff8e0f&oe=5CDB1D38	https://www.facebook.com/appledaily.tw/videos/10155116764042069/	facebook.com	2016-09-26T08:30:00+0000	1474878600	"2016-09-26 10:30:00"	429	4	500	8	512	3	1	2	3	25	4	0	42	0	0
video	post_page_232633627068	232633627068_10155116761332069	https://www.facebook.com/appledaily.tw/videos/10155116761332069/	"重點是後面竟然有網友實驗啊～～～～#海編 　 【完整 #動新聞】沒最笨只有更笨　i7用戶竟這樣DIY http://www.appledaily.com.tw/actionnews/appledaily/7/20160925/955493/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160925/955493/ 　 #iPhone7 #耳機"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411278_10155116782067069_8166393242577797120_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=f30389b65a13eb725b8bae310032de77&oe=5CDA6F80	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411278_10155116782067069_8166393242577797120_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=b8ba89d90ccb29595367a349bc628450&oe=5CE644CB	https://www.facebook.com/appledaily.tw/videos/10155116761332069/	facebook.com	2016-09-26T07:30:00+0000	1474875000	"2016-09-26 09:30:00"	318	29	389	15	433	27	25	2	20	4	18	49	0	0	0
video	post_page_232633627068	232633627068_10155116763177069	https://www.facebook.com/appledaily.tw/videos/10155116763177069/	"這蟲長得好像家常麵喔(重點大誤 #海編 　 【完整 #動新聞】愛喝生水吃生魚片　蟲蟲在體內亂竄搞癱她 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955364/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160925/955364/　 　 #生魚片 #生水"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411470_10155116778262069_8958147799052976128_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=57f4e1a409def1b3e882a5ff94381a89&oe=5CEBC944	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411470_10155116778262069_8958147799052976128_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=ba8985a6d5ebb667dc4d889bc3580d10&oe=5CDA570F	https://www.facebook.com/appledaily.tw/videos/10155116763177069/	facebook.com	2016-09-26T05:50:00+0000	1474869000	"2016-09-26 07:50:00"	2034	313	2838	290	3441	308	204	104	396	15	711	16	56	6	0
video	post_page_232633627068	232633627068_10155116764577069	https://www.facebook.com/appledaily.tw/videos/10155116764577069/	"警察叔叔好帥，妹子啊有什麼事這麼想不開呢 　　　 【完整 #動新聞】熱褲妹跳河尋短　勇警一把拉起 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955557/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160925/955557/ 　 #熱褲   張老師專線：1980 生命線：1995 自殺防治安心專線：0800-788995（24小時）  再給自己一次機會"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411626_10155116771587069_2156222922899849216_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=dee8bf4d70dfb5ed0be324c22d6f9332&oe=5CE55B24	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411626_10155116771587069_2156222922899849216_n.jpg?_nc_cat=105&_nc_ht=scontent.xx&oh=a762a0b055a2585d5c148681f4b36491&oe=5CDE656F	https://www.facebook.com/appledaily.tw/videos/10155116764577069/	facebook.com	2016-09-26T04:29:59+0000	1474864199	"2016-09-26 06:29:59"	2809	186	3218	43	3447	176	131	45	247	14	222	129	10	34	0
video	post_page_232633627068	232633627068_10155116604037069	https://www.facebook.com/appledaily.tw/videos/10155116604037069/	"追兒子跟追仇人一樣.... 　 【 #動新聞】找不到老婆　男竟槍擊兒子好友 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955704/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160925/955704/"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467413_10155116610282069_5135975223165714432_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=c2848859cf4c72f0ad8f1e2a662bbbf2&oe=5CE2944C	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467413_10155116610282069_5135975223165714432_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=ac78082418f57b04a8a164122154c7b8&oe=5D1F4707	https://www.facebook.com/appledaily.tw/videos/10155116604037069/	facebook.com	2016-09-26T03:31:00+0000	1474860660	"2016-09-26 05:31:00"	1643	78	2474	39	2591	69	48	21	180	5	184	8	29	605	0
video	post_page_232633627068	232633627068_10155116505782069	https://www.facebook.com/appledaily.tw/videos/10155116505782069/	"#海編 只想問一句，今天如果是你親人，你也會這樣對她嗎？ 　 【完整 #動新聞】被性侵女大生遭公審　看了讓人憤怒 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955669/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/local/20160925/955669/ 　 【#火線話題 】輔大性侵爭議 https://goo.gl/mLppBF 　 #輔大 #輔大性侵案  #夏林清"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14467388_10155116508422069_6736943983764701184_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=d98314a1958cceba230b2f09ca69c219&oe=5CEB7913	https://scontent.xx.fbcdn.net/v/t15.5256-10/14467388_10155116508422069_6736943983764701184_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=e052f3263514d613987581c70819a50b&oe=5CE84958	https://www.facebook.com/appledaily.tw/videos/10155116505782069/	facebook.com	2016-09-26T02:32:23+0000	1474857143	"2016-09-26 04:32:23"	3356	774	7869	374	9017	751	556	195	4402	10	56	13	189	4245	0
video	post_page_232633627068	232633627068_10155095191752069	https://www.facebook.com/appledaily.tw/videos/10155095191752069/	"半夜睡不著，讓 蘋果日報 說個故事給你聽吧...... 　 【比喪屍更可怕　鄉野傳說讓你毛起來 http://www.appledaily.com.tw/realtimenews/article/strange/20160919/951177/ 　 #鄉野傳說 #鬼故事 #魔神仔 #林投姐 #蘋果動畫"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299435_10155095194037069_204231835_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=d4ec925519ac54bf1cb175b35ca907b3&oe=5CF441A5	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299435_10155095194037069_204231835_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=d0895ab0ea351aef24fc24b1bbeb1649&oe=5CE0D320	https://www.facebook.com/appledaily.tw/videos/10155095191752069/	facebook.com	2016-09-25T18:20:00+0000	1474827600	"2016-09-25 20:20:00"	1851	130	2013	201	2344	129	84	45	274	24	121	10	4	3	0
video	post_page_232633627068	232633627068_10155113586102069	https://www.facebook.com/appledaily.tw/videos/10155113586102069/	"#宅編 我每天一柱擎天就不用了，以下開放團購 　　 完整 #動新聞【升旗動畫】老闆震鳥拾生機　小女友面前抬頭 http://www.appledaily.com.tw/actionnews/appledaily/5/20160925/955457/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160925/955457/ 　 #威而鋼 #蘋果動畫 #體外震波"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411666_10155113588307069_2617742585061441536_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=1c1dc55b5424d99140e2543b50c7e019&oe=5CE5EB3B	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411666_10155113588307069_2617742585061441536_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=928d45d09f82ca1bad2363379122259a&oe=5D1FF070	https://www.facebook.com/appledaily.tw/videos/10155113586102069/	facebook.com	2016-09-25T13:40:00+0000	1474810800	"2016-09-25 15:40:00"	1251	38	1432	36	1506	38	31	7	15	11	41	126	1	2	0
video	post_page_232633627068	232633627068_10155098170972069	https://www.facebook.com/appledaily.tw/videos/10155098170972069/	"唇膜揪～～竟能不能救嘴唇乾呢？看看就知道囉 　 【又到嘴唇乾季節　這樣保養恐更慘】 http://www.appledaily.com.tw/realtimenews/article/strange/20160920/951846/ 　 #動新聞 #實用文 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299532_10155098175657069_25037682_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=a1edbceeb23609784f4a85bf3c3ed487&oe=5CE31864	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299532_10155098175657069_25037682_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=13b93ddc1ca20a24ef795b16aeda38b1&oe=5CEA263B	https://www.facebook.com/appledaily.tw/videos/10155098170972069/	facebook.com	2016-09-25T09:40:00+0000	1474796400	"2016-09-25 11:40:00"	887	50	916	95	1061	45	30	15	22	12	6	10	0	1	0
video	post_page_232633627068	232633627068_10155113265322069	https://www.facebook.com/appledaily.tw/videos/10155113265322069/	"「我一個弱女子，放過我不行嗎？害我浪費那麼多錢，你現在賺錢很簡單啊！」 　　 【完整 #動新聞】逆向被抓　狂女摔電瓶、嗆警：同歸於盡 http://www.appledaily.com.tw/actionnews/appledaily/7/20160925/955463/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160925/955463/ 　 #中國 #強國 #94狂"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356597_10155113267532069_925681751412441088_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=94c450e2c0bb77f61cb6f3beccf77d6d&oe=5CEA1DCF	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356597_10155113267532069_925681751412441088_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=c830d6e4b2b36ed74b742b1eb04388e2&oe=5CE91B89	https://www.facebook.com/appledaily.tw/videos/10155113265322069/	facebook.com	2016-09-25T05:40:00+0000	1474782000	"2016-09-25 07:40:00"	1752	251	2558	75	2884	242	201	41	281	10	111	476	6	203	0
video	post_page_232633627068	232633627068_10155113202597069	https://www.facebook.com/appledaily.tw/videos/10155113202597069/	"粉粉覺得最好吃的魯肉飯在哪裡？？ 　　 【完整 #動新聞】翻出來的超美味滷肉飯 http://www.appledaily.com.tw/actionnews/appledaily/sub/20160925/954908/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/strange/20160925/954908/ 　 #古早味 #巷弄美食 #美食 #台中"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14299446_10155113216577069_9043721131185405952_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=1840bfb5721da04a745a21cfde27bc08&oe=5CE652D9	https://scontent.xx.fbcdn.net/v/t15.5256-10/14299446_10155113216577069_9043721131185405952_n.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=f51aa7ab41051b901ae436f06c89a652&oe=5CF35C92	https://www.facebook.com/appledaily.tw/videos/10155113202597069/	facebook.com	2016-09-25T04:40:00+0000	1474778400	"2016-09-25 06:40:00"	5325	500	5502	270	6272	490	282	208	395	73	91	13	0	0	0
video	post_page_232633627068	232633627068_10155110216002069	https://www.facebook.com/appledaily.tw/videos/10155110216002069/	"願意花多少時間學，那就是你的 #海編 　 【完整 #動新聞】他放棄留美當學徒　月休2天熬4年當念大學 http://www.appledaily.com.tw/actionnews/appledaily/5/20160923/953120/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160923/953120/ 　 #24H貼身看 #旗袍 #留美 #請分享"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356531_10155110253217069_5102280998570164224_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=c3b5e0812622f9349889a46f967b80bf&oe=5D261638	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356531_10155110253217069_5102280998570164224_n.jpg?_nc_cat=110&_nc_ht=scontent.xx&oh=903b0ec2e74016d7864a57f94188347a&oe=5D209873	https://www.facebook.com/appledaily.tw/videos/10155110216002069/	facebook.com	2016-09-24T13:45:00+0000	1474724700	"2016-09-24 15:45:00"	4250	59	4367	321	4747	56	48	8	108	72	40	1	3	1	0
video	post_page_232633627068	232633627068_10155110215167069	https://www.facebook.com/appledaily.tw/videos/10155110215167069/	"我想我這輩子都不會想挑戰der #海編 　 【完整 #動新聞】跳下去後繩子鬆了　韓女高空彈跳墜42公尺 http://www.appledaily.com.tw/actionnews/appledaily/7/20160923/954294/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160923/954294/ 　 #高空彈跳   看更多 #影片，請加入 蘋果動未條 粉絲團"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411631_10155110235417069_7980064251173666816_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=ed4c60f8445d225423f5e6f2731c03d1&oe=5D1D27EF	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411631_10155110235417069_7980064251173666816_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=26696e2deb26c2b5f91b8510313ea854&oe=5D2140A4	https://www.facebook.com/appledaily.tw/videos/10155110215167069/	facebook.com	2016-09-24T12:15:00+0000	1474719300	"2016-09-24 14:15:00"	4712	1256	7125	437	8818	1232	691	541	962	17	1789	48	171	388	0
video	post_page_232633627068	232633627068_10155110215607069	https://www.facebook.com/appledaily.tw/videos/10155110215607069/	"這樣以後可以放心親、慢慢的親、穩穩的親(大誤 #海編 　 【完整 #動新聞】與小王熱擁喇舌　夫家馬上取消婚禮 http://www.appledaily.com.tw/actionnews/appledaily/7/20160923/954307/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/international/20160923/954307/ 　 #小王 #人妻 #美國"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14411721_10155110247067069_7160213216943931392_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=3c7263a4f6055fc9ca87b7e059b91158&oe=5D26F0F0	https://scontent.xx.fbcdn.net/v/t15.5256-10/14411721_10155110247067069_7160213216943931392_n.jpg?_nc_cat=104&_nc_ht=scontent.xx&oh=1e96d38fe17060be9e558defc850b960&oe=5D1FBEBB	https://www.facebook.com/appledaily.tw/videos/10155110215607069/	facebook.com	2016-09-24T11:15:00+0000	1474715700	"2016-09-24 13:15:00"	2276	96	2890	25	3011	90	84	6	186	15	186	387	7	19	0
video	post_page_232633627068	232633627068_10155106881967069	https://www.facebook.com/appledaily.tw/videos/10155106881967069/	"動物搬家的眉眉角角原來這麼多(btw動新聞畫得好可愛喔~~~ #海編 　 【完整 #動新聞】動物洞房搬遷前　先吃保命丸 http://www.appledaily.com.tw/actionnews/appledaily/5/20160923/953980/ 　 【圖文報導】 http://www.appledaily.com.tw/realtimenews/article/life/20160923/953980/ 　 #圖解新聞 #長頸鹿 #動物園 #搬家"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/14356704_10155106907977069_2337684659795656704_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=b7c0d6af23bbf98027072ac75c495ec0&oe=5D234700	https://scontent.xx.fbcdn.net/v/t15.5256-10/14356704_10155106907977069_2337684659795656704_n.jpg?_nc_cat=108&_nc_ht=scontent.xx&oh=ed4e17439b2f3e03835a9084642386d2&oe=5CEBA14B	https://www.facebook.com/appledaily.tw/videos/10155106881967069/	facebook.com	2016-09-24T10:30:00+0000	1474713000	"2016-09-24 12:30:00"	544	3	560	28	591	3	3	0	1	10	5	1	0	0	0
